File name,X start,Y Start,X End,Y end,,,
"D_PONIT_NOSEL1_(0,0).BMP.bmp",2839,1087,2854,1102,,,
"D_PONIT_NOSELBLUE_(0,0).BMP.bmp",2854,1087,2869,1102,,,
"D_PONIT_NOSEL_(0,0).BMP.bmp",2824,1087,2839,1102,,,
D_P_GREENC0_(0.0).BMP.bmp,0,1358,12,1377,,,
D_P_GREENC1_(0.0).BMP.bmp,12,1358,24,1377,,,
D_P_GREENC2_(0.0).BMP.bmp,24,1358,36,1377,,,
D_P_GREENC3_(0.0).BMP.bmp,36,1358,48,1377,,,
D_P_GREENC4_(0.0).BMP.bmp,48,1358,60,1377,,,
D_P_GREENC5_(0.0).BMP.bmp,0,1377,12,1396,,,
D_P_GREENC6_(0.0).BMP.bmp,12,1377,24,1396,,,
D_P_GREENC7_(0.0).BMP.bmp,24,1377,36,1396,,,
D_P_GREENC8_(0.0).BMP.bmp,36,1377,48,1396,,,
D_P_GREENC9_(0.0).BMP.bmp,48,1377,60,1396,,,
"D_RECORDER_RECORDING10_(74,78).BMP.bmp",1280,1267,1600,1332,,,
"D_RECORDER_RECORDING11_(74,78).BMP.bmp",1280,1332,1600,1397,,,
"D_RECORDER_RECORDING12_(74,78).BMP.bmp",1280,1397,1600,1462,,,
"D_RECORDER_RECORDING1_(74,78).BMP.bmp",960,1072,1280,1137,,,
"D_RECORDER_RECORDING2_(74,78).BMP.bmp",960,1137,1280,1202,,,
"D_RECORDER_RECORDING3_(74,78).BMP.bmp",960,1202,1280,1267,,,
"D_RECORDER_RECORDING4_(74,78).BMP.bmp",960,1267,1280,1332,,,
"D_RECORDER_RECORDING5_(74,78).BMP.bmp",960,1332,1280,1397,,,
"D_RECORDER_RECORDING6_(74,78).BMP.bmp",960,1397,1280,1462,,,
"D_RECORDER_RECORDING7_(74,78).BMP.bmp",1280,1072,1600,1137,,,
"D_RECORDER_RECORDING8_(74,78).BMP.bmp",1280,1137,1600,1202,,,
"D_RECORDER_RECORDING9_(74,78).BMP.bmp",1280,1202,1600,1267,,,
"D_SEL_ICON1_(0,0).BMP.bmp",1604,1140,1733,1164,,,
"D_SEL_ICON2_(0,0).BMP.bmp",1604,1166,1733,1190,,,
"D_SEL_ICON3_(0,0).BMP.bmp",1604,1192,1733,1216,,,
"D_SEL_ICON4_(0,0).BMP.bmp",1604,1218,1784,1242,,,
"D_SEL_ICON5_(0,0).BMP.bmp",1604,1244,1784,1268,,,
"D_SEL_ICON6_(0,0).BMP.bmp",1604,1270,1784,1294,,,
"D_SEL_ICONPART0A_(28,0).BMP.bmp",1706,1345,1826,1359,,,
"D_SEL_ICONPART0B_(28,0).BMP.bmp",1706,1361,1802,1375,,,
"D_SEL_ICONPART0C_(28,0).BMP.bmp",1706,1377,1801,1391,,,
"D_SEL_ICONPART0_(28,0).BMP.bmp",1604,1345,1704,1385,,,
"D_SEL_ICONPART_(48,0).BMP.bmp",1604,1296,1754,1343,,,
"D_SEL_ICON_(0,0).BMP.bmp",1604,1114,1733,1138,,,
"D_SETMENU_USEREQSETTING_(0,0).BMP.bmp",2880,732,3200,902,,,
"D_SETMENU_USERNOSEL01_(38,37).BMP.bmp",2880,902,2904,1029,,,
"D_SETMENU_USERNOSEL02_(38,37).BMP.bmp",2928,913,2952,924,,,
"D_SETMENU_USERSEL01_(38,37).BMP.bmp",2904,902,2928,1029,,,
"D_SETMENU_USERSEL02_(38,37).BMP.bmp",2928,902,2952,913,,,
"D_SINGER_(12,30).BMP.bmp",2758,1158,2778,1178,,,
"D_SINGER_BLUE_(12,30).BMP.bmp",2778,1158,2798,1178,,,
"D_SINGER_RED_(12,30).BMP.bmp",2798,1158,2818,1178,,,
"D_SM_COM_VOLUME_000_(0,0).BMP.bmp",0,902,320,1072,,,
"D_SM_COM_VOLUME_001_(0,0).BMP.bmp",0,1072,320,1131,,,
"D_SM_COM_VOLUME_002_(0,0).BMP.bmp",0,1131,320,1190,,,
"D_SM_COM_VOLUME_003_(0,0).BMP.bmp",0,1190,320,1249,,,
"D_SM_COM_VOLUME_004_(0,0).BMP.bmp",0,1249,320,1308,,,
"D_SM_COM_VOLUME_005_(0,0).BMP.bmp",0,1308,381,1367,,,
"D_SM_COM_VOLUME_006_(0,0).BMP.bmp",61,1385,63,1394,,,
"D_SM_COM_VOLUME_007_(0,0).BMP.bmp",64,1388,66,1394,,,
"D_SM_COM_VOLUME_008_(0,0).BMP.bmp",0,1367,99,1383,,,
"D_SM_COM_VOLUME_009_(0,0).BMP.bmp",2099,902,2254,993,,,
"D_TIME_BACK_BOXE_(0,0).BMP.bmp",1660,1072,1700,1112,,,
"D_TIME_BACK_BOX_(0,0).BMP.bmp",1600,902,1930,1072,,,
"D_TIME_NUM1_00_(0,0).BMP.bmp",1610,1072,1620,1088,,,
"D_TIME_NUM1_01_(0,0).BMP.bmp",1620,1072,1630,1088,,,
"D_TIME_NUM1_02_(0,0).BMP.bmp",1630,1072,1640,1088,,,
"D_TIME_NUM1_03_(0,0).BMP.bmp",1640,1072,1650,1088,,,
"D_TIME_NUM1_04_(0,0).BMP.bmp",1650,1072,1660,1088,,,
"D_TIME_NUM1_05_(0,0).BMP.bmp",1610,1088,1620,1104,,,
"D_TIME_NUM1_06_(0,0).BMP.bmp",1620,1088,1630,1104,,,
"D_TIME_NUM1_07_(0,0).BMP.bmp",1630,1088,1640,1104,,,
"D_TIME_NUM1_08_(0,0).BMP.bmp",1640,1088,1650,1104,,,
"D_TIME_NUM1_09_(0,0).BMP.bmp",1650,1088,1660,1104,,,
"D_TIME_NUM1_10_(0,0).BMP.bmp",1600,1072,1610,1088,,,
"D_TIME_NUM1_11_(0,0).BMP.bmp",1600,1088,1610,1104,,,
"D_TIME_NUM3_00_(0,0).BMP.bmp",2824,1063,2832,1075,,,
"D_TIME_NUM3_01_(0,0).BMP.bmp",2833,1063,2842,1075,,,
"D_TIME_NUM3_02_(0,0).BMP.bmp",2842,1063,2851,1075,,,
"D_TIME_NUM3_03_(0,0).BMP.bmp",2851,1063,2860,1075,,,
"D_TIME_NUM3_04_(0,0).BMP.bmp",2860,1063,2869,1075,,,
"D_TIME_NUM3_05_(0,0).BMP.bmp",2824,1075,2833,1087,,,
"D_TIME_NUM3_06_(0,0).BMP.bmp",2833,1075,2842,1087,,,
"D_TIME_NUM3_07_(0,0).BMP.bmp",2842,1075,2851,1087,,,
"D_TIME_NUM3_08_(0,0).BMP.bmp",2851,1075,2860,1087,,,
"D_TIME_NUM3_09_(0,0).BMP.bmp",2860,1075,2869,1087,,,
"D_TIME_NUM3_10_(0,0).BMP.bmp",2869,1078,2874,1087,,,
"D_USB_BACKGROUND_(0,0).BMP.bmp",1920,732,2240,902,,,
"D_USB_DACSHOW1_(0,0).BMP.bmp",640,1072,960,1134,,,
"D_USB_DACSHOW2_(0,0).BMP.bmp",640,1134,960,1196,,,
"D_USB_DACSHOW3_(0,0).BMP.bmp",640,1196,960,1258,,,
"D_USB_DACSHOW4_(0,0).BMP.bmp",640,1258,960,1320,,,
"D_USB_DACSHOW5_(0,0).BMP.bmp",640,1320,960,1382,,,
"D_USB_DAC_(0,0).BMP.bmp",2240,732,2560,902,,,
"D_USB_DATA_(0,0).BMP.bmp",2560,732,2880,902,,,
"D_USB_PLAYER1_(0,0).BMP.bmp",320,1072,640,1135,,,
"D_USB_PLAYER2_(0,0).BMP.bmp",320,1135,640,1198,,,
"D_USB_PLAYER3_(0,0).BMP.bmp",320,1198,640,1261,,,
"D_USB_PLAYER4_(0,0).BMP.bmp",320,1261,640,1324,,,
"D_USB_PLAYER5_(0,0).BMP.bmp",320,1324,640,1387,,,
"D_USB_PLAYER_(0,0).BMP.bmp",320,902,640,1072,,,
"D_WARNING_BOX_(0,40).BMP.bmp",2254,902,2493,1002,,,
"E_KEY55_(0,0).BMP.bmp",2632,1125,2653,1145,,,
"E_KEY56_(0,0).BMP.bmp",2653,1125,2673,1144,,,
"E_KEY57_(0,0).BMP.bmp",2632,1145,2652,1165,,,
"E_KEY58_(0,0).BMP.bmp",2652,1145,2671,1164,,,
"E_VOLNUM_00_(0,0).BMP.bmp",1679,1392,1686,1405,,,
"E_VOLNUM_01_(0,0).BMP.bmp",1686,1392,1693,1405,,,
"E_VOLNUM_02_(0,0).BMP.bmp",1693,1392,1700,1405,,,
"E_VOLNUM_03_(0,0).BMP.bmp",1700,1392,1707,1405,,,
"E_VOLNUM_04_(0,0).BMP.bmp",1707,1392,1714,1405,,,
"E_VOLNUM_05_(0,0).BMP.bmp",1679,1405,1686,1418,,,
"E_VOLNUM_06_(0,0).BMP.bmp",1686,1405,1693,1418,,,
"E_VOLNUM_07_(0,0).BMP.bmp",1693,1405,1700,1418,,,
"E_VOLNUM_08_(0,0).BMP.bmp",1700,1405,1707,1418,,,
"E_VOLNUM_09_(0,0).BMP.bmp",1707,1405,1714,1418,,,
"E_VOLNUM_L_(0,0).BMP.bmp",1714,1392,1721,1405,,,
"E_VOLNUM_R_(0,0).BMP.bmp",1714,1405,1722,1418,,,
"E_VOLNUM_X_(0,0).BMP.bmp",1920,902,2099,1044,,,
"E_VOLNUM_YY_(0,0).BMP.bmp",1686,1418,1693,1433,,,
"E_VOLNUM_Y_(0,0).BMP.bmp",1679,1418,1686,1433,,,
"E_VOLNUM_Z_(0,0).BMP.bmp",1693,1418,1694,1426,,,
